,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2006-01-27 00:00:00-05:00,12.14424991607666,12.17707171231863,12.078605071521451,12.14424991607666,900,0.0,0
1,2006-01-30 00:00:00-05:00,12.078606605529785,12.144251458422028,12.078606605529785,12.078606605529785,900,0.0,0
2,2006-01-31 00:00:00-05:00,12.078606605529785,12.144251458422028,12.012961752637542,12.078606605529785,3900,0.0,0
3,2006-02-01 00:00:00-05:00,11.98013687133789,11.98013687133789,11.98013687133789,11.98013687133789,100,0.0,0
4,2006-02-02 00:00:00-05:00,11.98013687133789,11.98013687133789,11.98013687133789,11.98013687133789,0,0.0,0
5,2006-02-03 00:00:00-05:00,11.98013687133789,11.98013687133789,11.98013687133789,11.98013687133789,0,0.0,0
6,2006-02-06 00:00:00-05:00,12.242718696594238,12.242718696594238,11.684739298461052,12.242718696594238,400,0.0,0
7,2006-02-07 00:00:00-05:00,11.651918411254883,11.651918411254883,11.651918411254883,11.651918411254883,200,0.0,0
8,2006-02-08 00:00:00-05:00,11.98013687133789,11.98013687133789,11.98013687133789,11.98013687133789,300,0.0,0
9,2006-02-09 00:00:00-05:00,12.14424991607666,12.14424991607666,12.14424991607666,12.14424991607666,100,0.0,0
10,2006-02-10 00:00:00-05:00,12.14424991607666,12.14424991607666,12.14424991607666,12.14424991607666,0,0.0,0
11,2006-02-13 00:00:00-05:00,12.14424991607666,12.14424991607666,12.14424991607666,12.14424991607666,0,0.0,0
12,2006-02-14 00:00:00-05:00,12.14424991607666,12.14424991607666,12.14424991607666,12.14424991607666,0,0.0,0
13,2006-02-15 00:00:00-05:00,11.98013687133789,11.98013687133789,11.98013687133789,11.98013687133789,400,0.0,0
14,2006-02-16 00:00:00-05:00,11.651918411254883,11.881674799355917,11.651918411254883,11.651918411254883,1200,0.0,0
15,2006-02-17 00:00:00-05:00,11.651918411254883,11.651918411254883,11.651918411254883,11.651918411254883,0,0.0,0
16,2006-02-21 00:00:00-05:00,11.651918411254883,11.651918411254883,11.651918411254883,11.651918411254883,0,0.0,0
17,2006-02-22 00:00:00-05:00,11.651918411254883,11.651918411254883,11.651918411254883,11.651918411254883,0,0.0,0
18,2006-02-23 00:00:00-05:00,12.20989990234375,12.20989990234375,12.20989990234375,12.20989990234375,1400,0.0,0
19,2006-02-24 00:00:00-05:00,12.045785903930664,12.1442525662154,11.881674382765592,12.045785903930664,700,0.0,0
20,2006-02-27 00:00:00-05:00,11.947319030761719,11.947319030761719,11.947319030761719,11.947319030761719,100,0.0,0
21,2006-02-28 00:00:00-05:00,12.012962341308594,12.012962341308594,12.012962341308594,12.012962341308594,100,0.0,0
22,2006-03-01 00:00:00-05:00,12.14424991607666,12.14424991607666,12.14424991607666,12.14424991607666,300,0.0,0
23,2006-03-02 00:00:00-05:00,12.14424991607666,12.14424991607666,12.14424991607666,12.14424991607666,0,0.0,0
24,2006-03-03 00:00:00-05:00,12.14424991607666,12.14424991607666,12.14424991607666,12.14424991607666,0,0.0,0
25,2006-03-06 00:00:00-05:00,12.735052108764648,12.735052108764648,12.735052108764648,12.735052108764648,500,0.0,0
26,2006-03-07 00:00:00-05:00,12.538121223449707,12.538121223449707,12.538121223449707,12.538121223449707,1000,0.0,0
27,2006-03-08 00:00:00-05:00,12.14424991607666,12.14424991607666,12.012960226966243,12.14424991607666,200,0.0,0
28,2006-03-09 00:00:00-05:00,12.14424991607666,12.14424991607666,12.14424991607666,12.14424991607666,0,0.0,0
29,2006-03-10 00:00:00-05:00,12.14424991607666,12.14424991607666,12.14424991607666,12.14424991607666,0,0.0,0
30,2006-03-13 00:00:00-05:00,12.735052108764648,12.735052108764648,12.735052108764648,12.735052108764648,1300,0.0,0
31,2006-03-14 00:00:00-05:00,12.735052108764648,12.735052108764648,12.735052108764648,12.735052108764648,0,0.0,0
32,2006-03-15 00:00:00-05:00,12.767877578735352,12.767877578735352,12.767877578735352,12.767877578735352,2100,0.0,0
33,2006-03-16 00:00:00-05:00,12.767877578735352,12.767877578735352,12.767877578735352,12.767877578735352,0,0.0,0
34,2006-03-17 00:00:00-05:00,12.931988716125488,12.931988716125488,12.931988716125488,12.931988716125488,1200,0.0,0
35,2006-03-20 00:00:00-05:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,100,0.0,0
36,2006-03-21 00:00:00-05:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,100,0.0,0
37,2006-03-22 00:00:00-05:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,0,0.0,0
38,2006-03-23 00:00:00-05:00,12.636589050292969,12.964812142508372,12.603767241900123,12.636589050292969,1000,0.0,0
39,2006-03-24 00:00:00-05:00,12.636589050292969,12.636589050292969,12.636589050292969,12.636589050292969,0,0.0,0
40,2006-03-27 00:00:00-05:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,400,0.0,0
41,2006-03-28 00:00:00-05:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,0,0.0,0
42,2006-03-29 00:00:00-05:00,12.669411659240723,12.669411659240723,12.669411659240723,12.669411659240723,200,0.0,0
43,2006-03-30 00:00:00-05:00,12.800697326660156,12.800697326660156,12.800697326660156,12.800697326660156,14200,0.0,0
44,2006-03-31 00:00:00-05:00,12.800697326660156,12.800697326660156,12.800697326660156,12.800697326660156,300,0.0,0
45,2006-04-03 00:00:00-04:00,12.800697326660156,12.800697326660156,12.800697326660156,12.800697326660156,0,0.0,0
46,2006-04-04 00:00:00-04:00,12.800697326660156,12.800697326660156,12.800697326660156,12.800697326660156,0,0.0,0
47,2006-04-05 00:00:00-04:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,300,0.0,0
48,2006-04-06 00:00:00-04:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,0,0.0,0
49,2006-04-07 00:00:00-04:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,0,0.0,0
50,2006-04-10 00:00:00-04:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,0,0.0,0
51,2006-04-11 00:00:00-04:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,0,0.0,0
52,2006-04-12 00:00:00-04:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,0,0.0,0
53,2006-04-13 00:00:00-04:00,12.800697326660156,12.800697326660156,12.800697326660156,12.800697326660156,300,0.0,0
54,2006-04-17 00:00:00-04:00,12.800697326660156,12.800697326660156,12.800697326660156,12.800697326660156,0,0.0,0
55,2006-04-18 00:00:00-04:00,12.964808464050293,12.964808464050293,12.964808464050293,12.964808464050293,1800,0.0,0
56,2006-04-19 00:00:00-04:00,13.293028831481934,13.293028831481934,13.293028831481934,13.293028831481934,100,0.0,0
57,2006-04-20 00:00:00-04:00,13.293028831481934,13.293028831481934,13.293028831481934,13.293028831481934,0,0.0,0
