symbol,period,period_start_dt,ptd_end_dt,reported_sales
049fd91f3b99,2019Q4,10/1/2019,12/31/2019,1298.3
049fd91f3b99,2020Q1,1/1/2020,3/31/2020,1314
049fd91f3b99,2020Q2,4/1/2020,6/30/2020,1331
049fd91f3b99,2020Q3,7/1/2020,9/30/2020,1299
049fd91f3b99,2020Q4,10/1/2020,12/31/2020,1315
049fd91f3b99,2021Q1,1/1/2021,3/31/2021,1305
049fd91f3b99,2021Q2,4/1/2021,6/30/2021,1303
049fd91f3b99,2021Q3,7/1/2021,9/30/2021,1318
049fd91f3b99,2021Q4,10/1/2021,12/31/2021,1380
049fd91f3b99,2022Q1,1/1/2022,3/31/2022,1545
049fd91f3b99,2022Q2,4/1/2022,6/30/2022,1600
049fd91f3b99,2022Q3,7/1/2022,9/30/2022,1604
23f7ce412c07,2017Q1,2/1/2016,4/30/2016,12.1
23f7ce412c07,2017Q2,5/1/2016,7/31/2016,16.9
23f7ce412c07,2017Q3,8/1/2016,10/31/2016,15.7
23f7ce412c07,2017Q4,11/1/2016,1/31/2017,23.6
23f7ce412c07,2018Q1,2/1/2017,4/30/2017,12.1
23f7ce412c07,2018Q2,5/1/2017,7/31/2017,17.8
23f7ce412c07,2018Q3,8/1/2017,10/31/2017,18.4
23f7ce412c07,2018Q4,11/1/2017,1/31/2018,27.6
23f7ce412c07,2019Q1,2/1/2018,4/30/2018,15.1
23f7ce412c07,2019Q2,5/1/2018,7/31/2018,21
23f7ce412c07,2019Q3,8/1/2018,10/31/2018,19.6
23f7ce412c07,2019Q4,11/1/2018,1/31/2019,28
23f7ce412c07,2020Q1,2/1/2019,4/30/2019,15.1
23f7ce412c07,2020Q2,5/1/2019,7/31/2019,21.01
23f7ce412c07,2020Q3,8/1/2019,10/31/2019,20
23f7ce412c07,2020Q4,11/1/2019,1/31/2020,32.49
23f7ce412c07,2021Q1,2/1/2020,4/30/2020,6.38
23f7ce412c07,2021Q2,5/1/2020,7/31/2020,10.349
23f7ce412c07,2021Q3,8/1/2020,10/31/2020,17.755
23f7ce412c07,2021Q4,11/1/2020,1/31/2021,24.516
23f7ce412c07,2022Q1,2/1/2021,4/30/2021,18.519
23f7ce412c07,2022Q2,5/1/2021,7/31/2021,27.695
23f7ce412c07,2022Q3,8/1/2021,10/31/2021,23.24
23f7ce412c07,2022Q4,11/1/2021,1/31/2022,36.716
23f7ce412c07,2023Q1,2/1/2022,4/30/2022,20.056
23f7ce412c07,2023Q2,5/1/2022,7/31/2022,28.501
d2ee94e6f008,2016Q2,4/4/2016,7/3/2016,241.409
d2ee94e6f008,2016Q3,7/4/2016,10/2/2016,279.015
d2ee94e6f008,2016Q4,10/3/2016,1/1/2017,266.283
d2ee94e6f008,2017Q1,1/2/2017,4/2/2017,252.604
d2ee94e6f008,2017Q2,4/3/2017,7/2/2017,243.671
d2ee94e6f008,2017Q3,7/3/2017,10/1/2017,270.471
d2ee94e6f008,2017Q4,10/2/2017,12/31/2017,242.889
d2ee94e6f008,2018Q1,1/1/2018,4/1/2018,234.178
d2ee94e6f008,2018Q2,4/2/2018,7/1/2018,239.951
d2ee94e6f008,2018Q3,7/2/2018,9/30/2018,266.351
d2ee94e6f008,2018Q4,10/1/2018,12/30/2018,247.101
d2ee94e6f008,2019Q1,12/31/2018,3/31/2019,245.286
d2ee94e6f008,2019Q2,4/1/2019,6/30/2019,240.965
d2ee94e6f008,2019Q3,7/1/2019,9/29/2019,266.15
d2ee94e6f008,2019Q4,9/30/2019,12/29/2019,244.094
d2ee94e6f008,2020Q1,12/30/2019,3/29/2020,217.736
d2ee94e6f008,2020Q2,3/30/2020,6/28/2020,227.935
d2ee94e6f008,2020Q3,6/29/2020,9/27/2020,304.959
d2ee94e6f008,2020Q4,9/28/2020,1/3/2021,290.582
d2ee94e6f008,2021Q1,1/4/2021,4/4/2021,272.806
d2ee94e6f008,2021Q2,4/5/2021,7/4/2021,326.02
d2ee94e6f008,2021Q3,7/5/2021,10/3/2021,289.637
d2ee94e6f008,2021Q4,10/4/2021,1/2/2022,273.4
d2ee94e6f008,2022Q1,1/3/2022,4/3/2022,241.981
d2ee94e6f008,2022Q2,4/4/2022,7/3/2022,253.8
d2ee94e6f008,2022Q3,7/4/2022,10/2/2022,261.445
d2ee94e6f008,2016Q2,4/4/2016,7/3/2016,241.409
d2ee94e6f008,2016Q3,7/4/2016,10/2/2016,279.015
d2ee94e6f008,2016Q4,10/3/2016,1/1/2017,266.283
d2ee94e6f008,2017Q1,1/2/2017,4/2/2017,252.604
d2ee94e6f008,2017Q2,4/3/2017,7/2/2017,243.671
d2ee94e6f008,2017Q3,7/3/2017,10/1/2017,270.471
d2ee94e6f008,2017Q4,10/2/2017,12/31/2017,242.889
d2ee94e6f008,2018Q1,1/1/2018,4/1/2018,234.178
d2ee94e6f008,2018Q2,4/2/2018,7/1/2018,239.951
d2ee94e6f008,2018Q3,7/2/2018,9/30/2018,266.351
d2ee94e6f008,2018Q4,10/1/2018,12/30/2018,247.101
d2ee94e6f008,2019Q1,12/31/2018,3/31/2019,245.286
d2ee94e6f008,2019Q2,4/1/2019,6/30/2019,240.965
d2ee94e6f008,2019Q3,7/1/2019,9/29/2019,266.15
d2ee94e6f008,2019Q4,9/30/2019,12/29/2019,244.094
d2ee94e6f008,2020Q1,12/30/2019,3/29/2020,217.736
d2ee94e6f008,2020Q2,3/30/2020,6/28/2020,227.935
d2ee94e6f008,2020Q3,6/29/2020,9/27/2020,304.959
d2ee94e6f008,2020Q4,9/28/2020,1/3/2021,290.582
d2ee94e6f008,2021Q1,1/4/2021,4/4/2021,272.806
d2ee94e6f008,2021Q2,4/5/2021,7/4/2021,326.02
d2ee94e6f008,2021Q3,7/5/2021,10/3/2021,289.637
d2ee94e6f008,2021Q4,10/4/2021,1/2/2022,273.4
d2ee94e6f008,2022Q1,1/3/2022,4/3/2022,241.981
d2ee94e6f008,2022Q2,4/4/2022,7/3/2022,253.8
d2ee94e6f008,2022Q3,7/4/2022,10/2/2022,261.445
b691f62df5b8,2021Q3,7/1/2021,9/30/2021,11835.441
14df23d5c670,2016Q2,3/28/2016,6/26/2016,914.682
14df23d5c670,2016Q3,6/27/2016,9/25/2016,916.193
14df23d5c670,2016Q4,9/26/2016,12/25/2016,921.336
14df23d5c670,2017Q1,12/26/2016,3/26/2017,992.088
14df23d5c670,2017Q2,3/27/2017,6/25/2017,931.629
14df23d5c670,2017Q3,6/26/2017,9/24/2017,920.721
b0cc2d105808,2018Q4,4/1/2018,6/30/2018,14.2
b0cc2d105808,2019Q3,1/1/2019,3/31/2019,300
b0cc2d105808,2019Q4,4/1/2019,6/30/2019,400
b0cc2d105808,2020Q1,7/1/2019,9/30/2019,500
b0cc2d105808,2020Q2,10/1/2019,12/31/2019,937.4
b0cc2d105808,2020Q3,1/1/2020,3/31/2020,1000
b0cc2d105808,2020Q4,4/1/2020,6/30/2020,1553
b0cc2d105808,2021Q1,7/1/2020,9/30/2020,1600
b0cc2d105808,2021Q2,10/1/2020,12/31/2020,3972.2
b0cc2d105808,2021Q3,1/1/2021,3/31/2021,2600
fdfb7a6e49cf,2016Q2,3/29/2016,6/27/2016,130.757
fdfb7a6e49cf,2016Q3,6/28/2016,9/26/2016,119.937
fdfb7a6e49cf,2016Q4,9/27/2016,1/2/2017,81.686
fdfb7a6e49cf,2017Q1,1/3/2017,4/3/2017,95.127
61bbe440bf3e,2016Q1,1/31/2016,4/30/2016,129.911
61bbe440bf3e,2016Q2,5/1/2016,7/30/2016,123.017
61bbe440bf3e,2016Q3,7/31/2016,10/29/2016,138.24
61bbe440bf3e,2016Q4,10/30/2016,1/28/2017,203.16
61bbe440bf3e,2017Q1,1/29/2017,4/29/2017,132.841
61bbe440bf3e,2017Q2,4/30/2017,7/29/2017,131.683
61bbe440bf3e,2017Q3,7/30/2017,10/28/2017,144.979
61bbe440bf3e,2017Q4,10/29/2017,2/3/2018,224.614
61bbe440bf3e,2018Q1,2/4/2018,5/5/2018,142.454
61bbe440bf3e,2018Q2,5/6/2018,8/4/2018,133.899
61bbe440bf3e,2018Q3,8/5/2018,11/3/2018,154.571
61bbe440bf3e,2018Q4,11/4/2018,2/2/2019,216.147
61bbe440bf3e,2019Q1,2/3/2019,5/4/2019,129.648
61bbe440bf3e,2019Q2,5/5/2019,8/3/2019,119.885
61bbe440bf3e,2019Q3,8/4/2019,11/2/2019,144.936
61bbe440bf3e,2019Q4,11/3/2019,2/1/2020,209.411
61bbe440bf3e,2020Q1,2/2/2020,5/2/2020,77.247
61bbe440bf3e,2020Q2,5/3/2020,8/1/2020,124.722
61bbe440bf3e,2020Q3,8/2/2020,10/31/2020,146.609
61bbe440bf3e,2020Q4,11/1/2020,1/30/2021,194.918
61bbe440bf3e,2021Q1,1/31/2021,5/1/2021,123.569
61bbe440bf3e,2021Q2,5/2/2021,7/31/2021,114.79
61bbe440bf3e,2021Q3,8/1/2021,10/30/2021,143.63
61bbe440bf3e,2021Q4,10/31/2021,1/29/2022,176.191
61bbe440bf3e,2022Q1,1/30/2022,4/30/2022,103.285
61bbe440bf3e,2022Q2,5/1/2022,7/30/2022,102.101
8a5419583f31,2017Q1,1/1/2017,3/31/2017,58261
8a5419583f31,2017Q2,4/1/2017,6/30/2017,61395
8a5419583f31,2017Q3,7/1/2017,9/30/2017,65464
8a5419583f31,2017Q4,10/1/2017,12/31/2017,74068
8a5419583f31,2018Q1,1/1/2018,3/31/2018,74700
8a5419583f31,2018Q2,4/1/2018,6/30/2018,79959
8a5419583f31,2018Q3,7/1/2018,9/30/2018,83242
8a5419583f31,2018Q4,10/1/2018,12/31/2018,94439
8a5419583f31,2019Q1,1/1/2019,3/31/2019,95697
8a5419583f31,2019Q2,4/1/2019,6/30/2019,102224
8a5419583f31,2019Q3,7/1/2019,9/30/2019,106591
8a5419583f31,2019Q4,10/1/2019,12/31/2019,118666
8a5419583f31,2020Q1,1/1/2020,3/31/2020,117056
8a5419583f31,2020Q2,4/1/2020,6/30/2020,132673
8a5419583f31,2020Q3,7/1/2020,9/30/2020,149618
8a5419583f31,2020Q4,10/1/2020,12/31/2020,162931
8a5419583f31,2021Q1,1/1/2021,3/31/2021,171124
8a5419583f31,2021Q2,4/1/2021,6/30/2021,188506
8a5419583f31,2021Q3,7/1/2021,9/30/2021,192428
8a5419583f31,2021Q4,10/1/2021,12/31/2021,211323
8a5419583f31,2022Q1,1/1/2022,3/31/2022,207845
8a5419583f31,2022Q2,4/1/2022,6/30/2022,219307
8a5419583f31,2022Q3,7/1/2022,9/30/2022,221198
95d85d291db7,2016Q1,1/1/2016,3/31/2016,828
95d85d291db7,2016Q2,4/1/2016,6/30/2016,744
95d85d291db7,2016Q3,7/1/2016,9/30/2016,689
95d85d291db7,2016Q4,10/1/2016,12/31/2016,678
95d85d291db7,2017Q1,1/1/2017,3/31/2017,737
95d85d291db7,2017Q2,4/1/2017,6/30/2017,673
95d85d291db7,2017Q3,7/1/2017,9/30/2017,639
95d85d291db7,2017Q4,10/1/2017,12/31/2017,632
95d85d291db7,2018Q1,1/1/2018,3/31/2018,691
95d85d291db7,2018Q2,4/1/2018,6/30/2018,646
95d85d291db7,2018Q3,7/1/2018,9/30/2018,638
95d85d291db7,2018Q4,10/1/2018,12/31/2018,652
95d85d291db7,2019Q1,1/1/2019,3/31/2019,683
95d85d291db7,2019Q2,4/1/2019,6/30/2019,641
95d85d291db7,2019Q3,7/1/2019,9/30/2019,635
95d85d291db7,2019Q4,10/1/2019,12/31/2019,644.948
95d85d291db7,2020Q1,1/1/2020,3/31/2020,684.849
95d85d291db7,2020Q2,4/1/2020,6/30/2020,661.2
95d85d291db7,2020Q3,7/1/2020,9/30/2020,688.23
95d85d291db7,2020Q4,10/1/2020,12/31/2020,679.839
95d85d291db7,2021Q1,1/1/2021,3/31/2021,997.018
95d85d291db7,2021Q2,4/1/2021,6/30/2021,1156.86
95d85d291db7,2021Q3,7/1/2021,9/30/2021,1140.975
95d85d291db7,2021Q4,10/1/2021,12/31/2021,1134.555
95d85d291db7,2022Q1,1/1/2022,3/31/2022,1134.307
95d85d291db7,2022Q2,4/1/2022,6/30/2022,1037.683
95d85d291db7,2022Q3,7/1/2022,9/30/2022,995.133
0c228e9c216d,2016Q1,1/1/2016,3/31/2016,1740.49
0c228e9c216d,2016Q2,4/1/2016,6/30/2016,2241.57
0c228e9c216d,2016Q3,7/1/2016,9/30/2016,2384.53
0c228e9c216d,2016Q4,10/1/2016,12/31/2016,2010.5
0c228e9c216d,2017Q1,1/1/2017,3/31/2017,1951.75
0c228e9c216d,2017Q2,4/1/2017,6/30/2017,2437.655
0c228e9c216d,2017Q3,7/1/2017,9/30/2017,2539.256
0c228e9c216d,2017Q4,10/1/2017,12/31/2017,2188.622
0c228e9c216d,2018Q1,1/1/2018,3/31/2018,2080.415
0c228e9c216d,2018Q2,4/1/2018,6/30/2018,2625.057
0c228e9c216d,2018Q3,7/1/2018,9/30/2018,2665.663
0c228e9c216d,2018Q4,10/1/2018,12/31/2018,2254.004
0c228e9c216d,2019Q1,1/1/2019,3/31/2019,2154.853
0c228e9c216d,2019Q2,4/1/2019,6/30/2019,2756.048
0c228e9c216d,2019Q3,7/1/2019,9/30/2019,2898.158
0c228e9c216d,2019Q4,10/1/2019,12/31/2019,2362.8
0c228e9c216d,2020Q1,1/1/2020,3/31/2020,2305.5
0c228e9c216d,2020Q2,4/1/2020,6/30/2020,2523.7
0c228e9c216d,2020Q3,7/1/2020,9/30/2020,2978.3
0c228e9c216d,2020Q4,10/1/2020,12/31/2020,2575.7
0c228e9c216d,2021Q1,1/1/2021,3/31/2021,2503.1
0c228e9c216d,2021Q2,4/1/2021,6/30/2021,3093.4
0c228e9c216d,2021Q3,7/1/2021,9/30/2021,2967
0c228e9c216d,2021Q4,10/1/2021,12/31/2021,2653.5
0c228e9c216d,2022Q1,1/1/2022,3/31/2022,2644.1
0c228e9c216d,2022Q2,4/1/2022,6/30/2022,3343.1
0c228e9c216d,2022Q3,7/1/2022,9/30/2022,3602.7
e2415cb7f63d,2016Q1,1/1/2016,3/31/2016,705.92
e2415cb7f63d,2016Q2,4/1/2016,6/30/2016,732.68
e2415cb7f63d,2016Q3,7/1/2016,9/30/2016,787.8
e2415cb7f63d,2016Q4,10/1/2016,12/31/2016,883.6
e2415cb7f63d,2017Q1,1/1/2017,3/31/2017,858.03
e2415cb7f63d,2017Q2,4/1/2017,6/30/2017,997.07
e2415cb7f63d,2017Q3,7/1/2017,9/30/2017,1050.65
e2415cb7f63d,2017Q4,10/1/2017,12/31/2017,1247.25
e2415cb7f63d,2018Q1,1/1/2018,3/31/2018,1201.59
e2415cb7f63d,2018Q2,4/1/2018,6/30/2018,1411.35
e2415cb7f63d,2018Q3,7/1/2018,9/30/2018,1473.25
e2415cb7f63d,2018Q4,10/1/2018,12/31/2018,1726.81
e2415cb7f63d,2019Q1,1/1/2019,3/31/2019,1657.7
e2415cb7f63d,2019Q2,4/1/2019,6/30/2019,2000.52
e2415cb7f63d,2019Q3,7/1/2019,9/30/2019,1966.65
e2415cb7f63d,2019Q4,10/1/2019,12/31/2019,2140.13
e2415cb7f63d,2020Q1,1/1/2020,3/31/2020,1974.98
e2415cb7f63d,2020Q2,4/1/2020,6/30/2020,3651.7
e2415cb7f63d,2020Q3,7/1/2020,9/30/2020,3274.87
e2415cb7f63d,2020Q4,10/1/2020,12/31/2020,2999.45
e2415cb7f63d,2021Q1,1/1/2021,3/31/2021,2820.69
e2415cb7f63d,2021Q2,4/1/2021,6/30/2021,3098.16
e2415cb7f63d,2021Q3,7/1/2021,9/30/2021,2594.96
e2415cb7f63d,2021Q4,10/1/2021,12/31/2021,2735.19
e2415cb7f63d,2022Q1,1/1/2022,3/31/2022,2542
e2415cb7f63d,2022Q2,4/1/2022,6/30/2022,2796
e2415cb7f63d,2022Q3,7/1/2022,9/30/2022,2440
