,trans_date,data
07cdb4720792,4/12/2018,414.1378938
07cdb4720792,4/13/2018,415.2199047
07cdb4720792,4/14/2018,411.5784551
07cdb4720792,4/15/2018,487.6105253
07cdb4720792,4/16/2018,406.7239657
07cdb4720792,4/17/2018,370.9211957
07cdb4720792,4/18/2018,405.8007404
07cdb4720792,4/19/2018,414.5255027
07cdb4720792,4/20/2018,465.9150308
07cdb4720792,4/21/2018,550.9461733
07cdb4720792,4/22/2018,475.8636455
07cdb4720792,4/23/2018,432.1454018
07cdb4720792,4/24/2018,405.4816754
07cdb4720792,4/25/2018,382.0336744
07cdb4720792,4/26/2018,522.3395321
07cdb4720792,4/27/2018,386.439214
07cdb4720792,4/28/2018,402.0035251
07cdb4720792,4/29/2018,364.2535063
07cdb4720792,4/30/2018,333.7871828
07cdb4720792,5/1/2018,372.395538
07cdb4720792,5/2/2018,384.694588
07cdb4720792,5/3/2018,438.0642379
07cdb4720792,5/4/2018,524.332932
07cdb4720792,5/5/2018,519.2927896
07cdb4720792,5/6/2018,335.1496706
07cdb4720792,5/7/2018,423.6098844
07cdb4720792,5/8/2018,344.1432308
07cdb4720792,5/9/2018,430.3379829
07cdb4720792,5/10/2018,415.0450003
07cdb4720792,5/11/2018,396.0359284
07cdb4720792,5/12/2018,369.2793585
07cdb4720792,5/13/2018,435.3395455
07cdb4720792,5/14/2018,381.4298301
07cdb4720792,5/15/2018,316.6747402
07cdb4720792,5/16/2018,324.4734303
07cdb4720792,5/17/2018,475.9164841
07cdb4720792,5/18/2018,435.3794268
07cdb4720792,5/19/2018,392.4409909
07cdb4720792,5/20/2018,398.5789759
07cdb4720792,5/21/2018,406.2236299
07cdb4720792,5/22/2018,371.6169661
07cdb4720792,5/23/2018,341.3911886
07cdb4720792,5/24/2018,401.8025389
07cdb4720792,5/25/2018,368.8190242
07cdb4720792,5/26/2018,489.8616564
07cdb4720792,5/27/2018,357.0161223
07cdb4720792,5/28/2018,415.633158
07cdb4720792,5/29/2018,354.4539984
07cdb4720792,5/30/2018,374.7096974
07cdb4720792,5/31/2018,419.1917461
07cdb4720792,6/1/2018,306.2326849
07cdb4720792,6/2/2018,446.9204443
07cdb4720792,6/3/2018,529.4657886
07cdb4720792,6/4/2018,401.7338911
07cdb4720792,6/5/2018,368.9434263
07cdb4720792,6/6/2018,368.5346113
07cdb4720792,6/7/2018,325.9063972
07cdb4720792,6/8/2018,546.5191861
07cdb4720792,6/9/2018,883.1634195
07cdb4720792,6/10/2018,671.8892675
07cdb4720792,6/11/2018,593.3404597
07cdb4720792,6/12/2018,504.0225382
07cdb4720792,6/13/2018,545.9697393
07cdb4720792,6/14/2018,532.8366341
07cdb4720792,6/15/2018,517.8298093
07cdb4720792,6/16/2018,608.5705191
07cdb4720792,6/17/2018,587.5963626
07cdb4720792,6/18/2018,581.6404875
07cdb4720792,6/19/2018,503.2720938
07cdb4720792,6/20/2018,565.6545702
07cdb4720792,6/21/2018,662.7967629
07cdb4720792,6/22/2018,1069.185361
07cdb4720792,6/23/2018,886.3619118
07cdb4720792,6/24/2018,539.278337
07cdb4720792,6/25/2018,566.7135936
07cdb4720792,6/26/2018,456.6463558
07cdb4720792,6/27/2018,490.7501362
07cdb4720792,6/28/2018,441.2536629
07cdb4720792,6/29/2018,390.7787168
07cdb4720792,6/30/2018,468.3156834
07cdb4720792,7/1/2018,464.1583948
07cdb4720792,7/2/2018,455.7637126
07cdb4720792,7/3/2018,409.6163572
07cdb4720792,7/4/2018,471.0625359
07cdb4720792,7/5/2018,410.946887
07cdb4720792,7/6/2018,397.5918106
07cdb4720792,7/7/2018,412.2001195
07cdb4720792,7/8/2018,354.5209601
07cdb4720792,7/9/2018,339.4676638
07cdb4720792,7/10/2018,330.0924751
07cdb4720792,7/11/2018,341.6808249
07cdb4720792,7/12/2018,487.7552466
07cdb4720792,7/13/2018,669.9567652
07cdb4720792,7/14/2018,612.572276
07cdb4720792,7/15/2018,550.0637505
07cdb4720792,7/16/2018,632.9801579
07cdb4720792,7/17/2018,540.5164135
07cdb4720792,7/18/2018,497.1785722
07cdb4720792,7/19/2018,432.4102843
07cdb4720792,7/20/2018,343.4330748
07cdb4720792,7/21/2018,446.9494662
07cdb4720792,7/22/2018,444.1463497
07cdb4720792,7/23/2018,550.7455162
07cdb4720792,7/24/2018,547.2749355
07cdb4720792,7/25/2018,452.3647877
07cdb4720792,7/26/2018,556.5908036
07cdb4720792,7/27/2018,458.3396424
07cdb4720792,7/28/2018,477.7700366
07cdb4720792,7/29/2018,304.059117
07cdb4720792,7/30/2018,308.6588036
07cdb4720792,7/31/2018,516.3827455
07cdb4720792,8/1/2018,841.0843549
07cdb4720792,8/2/2018,692.7329311
07cdb4720792,8/3/2018,643.4444629
07cdb4720792,8/4/2018,651.7995493
07cdb4720792,8/5/2018,563.0668489
07cdb4720792,8/6/2018,597.5932362
07cdb4720792,8/7/2018,509.0002734
07cdb4720792,8/8/2018,505.8226286
07cdb4720792,8/9/2018,486.9470345
07cdb4720792,8/10/2018,610.6726825
07cdb4720792,8/11/2018,574.5145732
07cdb4720792,8/12/2018,542.5537288
07cdb4720792,8/13/2018,532.7625894
07cdb4720792,8/14/2018,475.5196655
07cdb4720792,8/15/2018,579.2099415
07cdb4720792,8/16/2018,697.7076947
07cdb4720792,8/17/2018,688.9144147
07cdb4720792,8/18/2018,726.8875448
07cdb4720792,8/19/2018,859.4857816
07cdb4720792,8/20/2018,632.11808
07cdb4720792,8/21/2018,543.7812579
07cdb4720792,8/22/2018,629.3184838
07cdb4720792,8/23/2018,700.7272049
07cdb4720792,8/24/2018,655.412402
07cdb4720792,8/25/2018,621.3910329
07cdb4720792,8/26/2018,703.5164784
07cdb4720792,8/27/2018,528.8279156
07cdb4720792,8/28/2018,565.5471108
07cdb4720792,8/29/2018,326.46451
07cdb4720792,8/30/2018,423.6378456
07cdb4720792,8/31/2018,407.898372
07cdb4720792,9/1/2018,574.282308
07cdb4720792,9/2/2018,732.3922139
07cdb4720792,9/3/2018,544.7759239
07cdb4720792,9/4/2018,553.5059201
07cdb4720792,9/5/2018,553.6936294
07cdb4720792,9/6/2018,584.101132
07cdb4720792,9/7/2018,500.5014124
07cdb4720792,9/8/2018,449.1466946
07cdb4720792,9/9/2018,463.9940598
07cdb4720792,9/10/2018,457.055423
07cdb4720792,9/11/2018,431.4642255
07cdb4720792,9/12/2018,567.7712683
07cdb4720792,9/13/2018,563.3250863
07cdb4720792,9/14/2018,538.0117537
07cdb4720792,9/15/2018,533.1590581
07cdb4720792,9/16/2018,546.8712218
07cdb4720792,9/17/2018,539.3123905
07cdb4720792,9/18/2018,522.2757032
07cdb4720792,9/19/2018,539.6264417
07cdb4720792,9/20/2018,689.5342874
07cdb4720792,9/21/2018,558.0990428
07cdb4720792,9/22/2018,622.3033537
07cdb4720792,9/23/2018,560.5057967
07cdb4720792,9/24/2018,528.6232347
07cdb4720792,9/25/2018,451.9563259
07cdb4720792,9/26/2018,494.5272006
07cdb4720792,9/27/2018,533.5163826
07cdb4720792,9/28/2018,529.1400809
07cdb4720792,9/29/2018,465.0329638
07cdb4720792,9/30/2018,393.6127831
07cdb4720792,10/1/2018,654.7063301
07cdb4720792,10/2/2018,665.5792823
07cdb4720792,10/3/2018,599.9975959
07cdb4720792,10/4/2018,555.7422916
07cdb4720792,10/5/2018,724.9053087
07cdb4720792,10/6/2018,629.0911784
07cdb4720792,10/7/2018,598.0874923
07cdb4720792,10/8/2018,609.6655878
07cdb4720792,10/9/2018,479.2803503
07cdb4720792,10/10/2018,559.5185297
07cdb4720792,10/11/2018,559.3466235
07cdb4720792,10/12/2018,480.8683221
07cdb4720792,10/13/2018,523.2813824
07cdb4720792,10/14/2018,558.3195034
07cdb4720792,10/15/2018,416.5650831
07cdb4720792,10/16/2018,439.1999638
07cdb4720792,10/17/2018,494.485006
07cdb4720792,10/18/2018,602.157153
07cdb4720792,10/19/2018,492.7232283
07cdb4720792,10/20/2018,429.7706247
07cdb4720792,10/21/2018,721.6364598
07cdb4720792,10/22/2018,500.9492953
07cdb4720792,10/23/2018,465.6881082
07cdb4720792,10/24/2018,472.5318746
07cdb4720792,10/25/2018,404.7599268
07cdb4720792,10/26/2018,429.7363391
07cdb4720792,10/27/2018,422.9928722
07cdb4720792,10/28/2018,470.0830164
07cdb4720792,10/29/2018,359.9901572
07cdb4720792,10/30/2018,373.1203479
07cdb4720792,10/31/2018,471.1669362
07cdb4720792,11/1/2018,425.7420291
07cdb4720792,11/2/2018,449.2343742
07cdb4720792,11/3/2018,811.0903439
07cdb4720792,11/4/2018,423.1328774
07cdb4720792,11/5/2018,910.9143529
07cdb4720792,11/6/2018,494.5916196
07cdb4720792,11/7/2018,398.5327461
07cdb4720792,11/8/2018,533.603096
07cdb4720792,11/9/2018,613.9594184
07cdb4720792,11/10/2018,639.2692381
07cdb4720792,11/11/2018,687.3798191
07cdb4720792,11/12/2018,517.6320844
07cdb4720792,11/13/2018,520.1364153
07cdb4720792,11/14/2018,880.1626635
07cdb4720792,11/15/2018,954.7797756
07cdb4720792,11/16/2018,1146.268048
07cdb4720792,11/17/2018,873.0662511
07cdb4720792,11/18/2018,593.5866603
07cdb4720792,11/19/2018,839.2766581
07cdb4720792,11/20/2018,1108.57976
07cdb4720792,11/21/2018,1111.183825
07cdb4720792,11/22/2018,1065.572953
07cdb4720792,11/23/2018,1312.135464
07cdb4720792,11/24/2018,1085.198293
07cdb4720792,11/25/2018,890.1763449
07cdb4720792,11/26/2018,928.2252453
07cdb4720792,11/27/2018,655.1732717
07cdb4720792,11/28/2018,443.4444868
07cdb4720792,11/29/2018,299.4132472
07cdb4720792,11/30/2018,352.8109857
07cdb4720792,12/1/2018,767.9462038
07cdb4720792,12/2/2018,562.72276
07cdb4720792,12/3/2018,503.7420071
07cdb4720792,12/4/2018,462.9434654
07cdb4720792,12/5/2018,518.575148
07cdb4720792,12/6/2018,534.8213449
07cdb4720792,12/7/2018,552.1717099
07cdb4720792,12/8/2018,621.9624088
07cdb4720792,12/9/2018,626.988161
07cdb4720792,12/10/2018,570.683871
07cdb4720792,12/11/2018,523.1457454
07cdb4720792,12/12/2018,544.3957397
07cdb4720792,12/13/2018,563.4902883
07cdb4720792,12/14/2018,658.5213564
07cdb4720792,12/15/2018,686.2718931
07cdb4720792,12/16/2018,640.4665534
07cdb4720792,12/17/2018,618.6900095
07cdb4720792,12/18/2018,665.1059959
07cdb4720792,12/19/2018,552.8817974
07cdb4720792,12/20/2018,1063.167417
07cdb4720792,12/21/2018,1349.583864
07cdb4720792,12/22/2018,1377.127826
07cdb4720792,12/23/2018,1097.590645
07cdb4720792,12/24/2018,1035.612278
07cdb4720792,12/25/2018,1316.188428
07cdb4720792,12/26/2018,1223.727906
07cdb4720792,12/27/2018,1041.882657
07cdb4720792,12/28/2018,1050.058515
07cdb4720792,12/29/2018,835.5278844
07cdb4720792,12/30/2018,870.2437586
07cdb4720792,12/31/2018,763.2670595
07cdb4720792,1/1/2019,1192.62232
07cdb4720792,1/2/2019,846.4652284
07cdb4720792,1/3/2019,741.5574649
07cdb4720792,1/4/2019,795.7674059
07cdb4720792,1/5/2019,924.5709306
07cdb4720792,1/6/2019,863.1614215
07cdb4720792,1/7/2019,698.6189298
07cdb4720792,1/8/2019,686.4979671
07cdb4720792,1/9/2019,786.2105966
07cdb4720792,1/10/2019,800.5439973
07cdb4720792,1/11/2019,779.1924898
07cdb4720792,1/12/2019,655.4416316
07cdb4720792,1/13/2019,521.7499055
07cdb4720792,1/14/2019,575.6598512
07cdb4720792,1/15/2019,549.4703752
07cdb4720792,1/16/2019,475.0864468
07cdb4720792,1/17/2019,483.1722794
07cdb4720792,1/18/2019,537.0164029
07cdb4720792,1/19/2019,625.934547
07cdb4720792,1/20/2019,621.3707216
07cdb4720792,1/21/2019,569.4022854
07cdb4720792,1/22/2019,511.5553644
07cdb4720792,1/23/2019,583.5098691
07cdb4720792,1/24/2019,628.374154
07cdb4720792,1/25/2019,624.4402541
07cdb4720792,1/26/2019,658.0932107
07cdb4720792,1/27/2019,538.6563134
07cdb4720792,1/28/2019,496.6031802
07cdb4720792,1/29/2019,514.8564804
07cdb4720792,1/30/2019,626.9173032
07cdb4720792,1/31/2019,744.5386641
07cdb4720792,2/1/2019,911.8947401
07cdb4720792,2/2/2019,828.7981141
07cdb4720792,2/3/2019,783.824963
07cdb4720792,2/4/2019,749.6969893
07cdb4720792,2/5/2019,802.6122485
07cdb4720792,2/6/2019,868.2785417
07cdb4720792,2/7/2019,861.092666
07cdb4720792,2/8/2019,1157.870481
07cdb4720792,2/9/2019,1935.73196
07cdb4720792,2/10/2019,1369.858374
07cdb4720792,2/11/2019,1128.690177
07cdb4720792,2/12/2019,1134.900021
07cdb4720792,2/13/2019,1010.365713
07cdb4720792,2/14/2019,1176.291068
07cdb4720792,2/15/2019,1470.353271
07cdb4720792,2/16/2019,1547.652498
07cdb4720792,2/17/2019,1312.980352
07cdb4720792,2/18/2019,1092.681425
07cdb4720792,2/19/2019,1122.90722
07cdb4720792,2/20/2019,952.3452505
07cdb4720792,2/21/2019,1088.509393
07cdb4720792,2/22/2019,1010.08224
07cdb4720792,2/23/2019,1147.094082
07cdb4720792,2/24/2019,983.4559354
07cdb4720792,2/25/2019,774.2217502
07cdb4720792,2/26/2019,1226.389483
07cdb4720792,2/27/2019,922.4731746
07cdb4720792,2/28/2019,856.5405895
07cdb4720792,3/1/2019,969.5678616
07cdb4720792,3/2/2019,1026.468966
07cdb4720792,3/3/2019,855.7091348
07cdb4720792,3/4/2019,706.7570636
07cdb4720792,3/5/2019,843.1484437
07cdb4720792,3/6/2019,921.1590084
07cdb4720792,3/7/2019,867.4597536
07cdb4720792,3/8/2019,905.455332
07cdb4720792,3/9/2019,1051.174855
07cdb4720792,3/10/2019,836.5661131
07cdb4720792,3/11/2019,857.3532064
07cdb4720792,3/12/2019,795.7021941
07cdb4720792,3/13/2019,762.3812694
07cdb4720792,3/14/2019,818.945562
07cdb4720792,3/15/2019,903.2238969
07cdb4720792,3/16/2019,1048.336686
07cdb4720792,3/17/2019,1006.495444
07cdb4720792,3/18/2019,841.5873084
07cdb4720792,3/19/2019,1965.99725
07cdb4720792,3/20/2019,1841.295993
07cdb4720792,3/21/2019,854.1747614
07cdb4720792,3/22/2019,716.642544
07cdb4720792,3/23/2019,939.6772263
07cdb4720792,3/24/2019,743.1023258
07cdb4720792,3/25/2019,727.6702875
07cdb4720792,3/26/2019,631.8645764
07cdb4720792,3/27/2019,676.7847253
07cdb4720792,3/28/2019,535.283322
07cdb4720792,3/29/2019,457.3510276
07cdb4720792,3/30/2019,465.7475438
07cdb4720792,3/31/2019,471.3332346
07cdb4720792,4/1/2019,702.7944771
07cdb4720792,4/2/2019,482.5203278
07cdb4720792,4/3/2019,446.3495204
07cdb4720792,4/4/2019,511.7027594
07cdb4720792,4/5/2019,499.2806523
07cdb4720792,4/6/2019,531.0433509
07cdb4720792,4/7/2019,476.9986318
07cdb4720792,4/8/2019,464.7995052
07cdb4720792,4/9/2019,493.473604
07cdb4720792,4/10/2019,455.1090236
07cdb4720792,4/11/2019,536.6188786
07cdb4720792,4/12/2019,823.7115152
07cdb4720792,4/13/2019,790.5313591
07cdb4720792,4/14/2019,672.4726205
07cdb4720792,4/15/2019,764.6023904
07cdb4720792,4/16/2019,667.6962279
07cdb4720792,4/17/2019,611.6416722
07cdb4720792,4/18/2019,645.1792903
07cdb4720792,4/19/2019,741.5431
07cdb4720792,4/20/2019,811.7933276
07cdb4720792,4/21/2019,685.8470527
07cdb4720792,4/22/2019,596.5076012
07cdb4720792,4/23/2019,593.7915016
07cdb4720792,4/24/2019,535.0537538
07cdb4720792,4/25/2019,497.1138458
07cdb4720792,4/26/2019,481.0758949
07cdb4720792,4/27/2019,439.6043251
07cdb4720792,4/28/2019,464.1924054
07cdb4720792,4/29/2019,313.2657336
07cdb4720792,4/30/2019,340.5480681
07cdb4720792,5/1/2019,509.974322
07cdb4720792,5/2/2019,562.1106991
07cdb4720792,5/3/2019,611.2509979
07cdb4720792,5/4/2019,670.835777
07cdb4720792,5/5/2019,480.6238906
07cdb4720792,5/6/2019,564.0225629
07cdb4720792,5/7/2019,466.6498286
07cdb4720792,5/8/2019,503.0341567
07cdb4720792,5/9/2019,405.4550715
07cdb4720792,5/10/2019,557.8615098
07cdb4720792,5/11/2019,553.7774379
07cdb4720792,5/12/2019,566.7530282
07cdb4720792,5/13/2019,514.4678944
07cdb4720792,5/14/2019,448.5075604
07cdb4720792,5/15/2019,424.0600968
07cdb4720792,5/16/2019,489.6844941
07cdb4720792,5/17/2019,553.5815342
07cdb4720792,5/18/2019,557.1435223
07cdb4720792,5/19/2019,524.2275939
07cdb4720792,5/20/2019,613.4917492
07cdb4720792,5/21/2019,474.0354008
07cdb4720792,5/22/2019,479.3850685
07cdb4720792,5/23/2019,478.125192
07cdb4720792,5/24/2019,470.9635508
07cdb4720792,5/25/2019,492.4108381
07cdb4720792,5/26/2019,503.8286476
07cdb4720792,5/27/2019,460.0026368
07cdb4720792,5/28/2019,432.5884176
07cdb4720792,5/29/2019,269.6612658
07cdb4720792,5/30/2019,279.5646433
07cdb4720792,5/31/2019,410.5063073
07cdb4720792,6/1/2019,594.1463223
07cdb4720792,6/2/2019,538.5490213
07cdb4720792,6/3/2019,513.9585052
07cdb4720792,6/4/2019,448.8721617
07cdb4720792,6/5/2019,457.6659753
07cdb4720792,6/6/2019,890.6373269
07cdb4720792,6/7/2019,1142.364756
07cdb4720792,6/8/2019,1227.999553
07cdb4720792,6/9/2019,1220.951311
07cdb4720792,6/10/2019,902.848767
07cdb4720792,6/11/2019,873.4910345
07cdb4720792,6/12/2019,756.6836869
07cdb4720792,6/13/2019,803.6328762
07cdb4720792,6/14/2019,832.0889544
07cdb4720792,6/15/2019,863.9723207
07cdb4720792,6/16/2019,1027.380585
07cdb4720792,6/17/2019,1096.227894
07cdb4720792,6/18/2019,836.7076736
07cdb4720792,6/19/2019,890.1801165
07cdb4720792,6/20/2019,1061.429113
07cdb4720792,6/21/2019,1121.339335
07cdb4720792,6/22/2019,902.7227885
07cdb4720792,6/23/2019,684.9973454
07cdb4720792,6/24/2019,592.3334115
07cdb4720792,6/25/2019,619.2786074
07cdb4720792,6/26/2019,476.739156
07cdb4720792,6/27/2019,466.8717218
07cdb4720792,6/28/2019,402.6390288
07cdb4720792,6/29/2019,413.2151038
07cdb4720792,6/30/2019,509.0485384
07cdb4720792,7/1/2019,517.6343132
07cdb4720792,7/2/2019,698.4223985
07cdb4720792,7/3/2019,982.6189943
07cdb4720792,7/4/2019,631.9286692
07cdb4720792,7/5/2019,553.7810217
07cdb4720792,7/6/2019,586.0075039
07cdb4720792,7/7/2019,501.9796338
07cdb4720792,7/8/2019,516.7348756
07cdb4720792,7/9/2019,476.212905
07cdb4720792,7/10/2019,448.7258818
07cdb4720792,7/11/2019,543.6736833
07cdb4720792,7/12/2019,663.6249351
07cdb4720792,7/13/2019,721.3014123
07cdb4720792,7/14/2019,695.3875705
07cdb4720792,7/15/2019,648.1561465
07cdb4720792,7/16/2019,770.1319057
07cdb4720792,7/17/2019,724.0445446
07cdb4720792,7/18/2019,659.876584
07cdb4720792,7/19/2019,567.3938373
07cdb4720792,7/20/2019,546.7719206
07cdb4720792,7/21/2019,595.3661751
07cdb4720792,7/22/2019,635.9286382
07cdb4720792,7/23/2019,537.3579194
07cdb4720792,7/24/2019,546.9687493
07cdb4720792,7/25/2019,611.8727593
07cdb4720792,7/26/2019,531.7954529
07cdb4720792,7/27/2019,566.9543784
07cdb4720792,7/28/2019,541.0467378
07cdb4720792,7/29/2019,378.5401641
07cdb4720792,7/30/2019,416.5364025
07cdb4720792,7/31/2019,417.9394232
07cdb4720792,8/1/2019,565.1727231
07cdb4720792,8/2/2019,626.6666474
07cdb4720792,8/3/2019,520.1391388
07cdb4720792,8/4/2019,586.4581523
07cdb4720792,8/5/2019,433.7186317
07cdb4720792,8/6/2019,475.798685
07cdb4720792,8/7/2019,492.2223751
07cdb4720792,8/8/2019,503.42332
07cdb4720792,8/9/2019,457.2747996
07cdb4720792,8/10/2019,525.448472
07cdb4720792,8/11/2019,523.4908874
07cdb4720792,8/12/2019,497.7321953
07cdb4720792,8/13/2019,672.3797962
07cdb4720792,8/14/2019,671.9560942
07cdb4720792,8/15/2019,755.6697036
07cdb4720792,8/16/2019,915.9567384
07cdb4720792,8/17/2019,1023.274585
07cdb4720792,8/18/2019,863.912869
07cdb4720792,8/19/2019,811.0395519
07cdb4720792,8/20/2019,667.6938205
07cdb4720792,8/21/2019,642.7261182
07cdb4720792,8/22/2019,708.7617099
07cdb4720792,8/23/2019,674.4279541
07cdb4720792,8/24/2019,747.7003189
07cdb4720792,8/25/2019,793.3093418
07cdb4720792,8/26/2019,692.9333247
07cdb4720792,8/27/2019,593.9756523
07cdb4720792,8/28/2019,498.1851007
07cdb4720792,8/29/2019,303.2561194
07cdb4720792,8/30/2019,356.1729307
07cdb4720792,8/31/2019,443.998042
07cdb4720792,9/1/2019,727.5551372
07cdb4720792,9/2/2019,533.9970834
07cdb4720792,9/3/2019,473.7183293
07cdb4720792,9/4/2019,582.250559
07cdb4720792,9/5/2019,527.0667182
07cdb4720792,9/6/2019,560.3952251
07cdb4720792,9/7/2019,576.6736592
07cdb4720792,9/8/2019,487.4484306
07cdb4720792,9/9/2019,438.9864536
07cdb4720792,9/10/2019,916.7820642
07cdb4720792,9/11/2019,847.3324517
07cdb4720792,9/12/2019,773.9157803
07cdb4720792,9/13/2019,712.2574762
07cdb4720792,9/14/2019,728.4346494
07cdb4720792,9/15/2019,763.2961472
07cdb4720792,9/16/2019,614.5864243
07cdb4720792,9/17/2019,570.4617226
07cdb4720792,9/18/2019,643.0638839
07cdb4720792,9/19/2019,605.4434867
07cdb4720792,9/20/2019,544.6855743
07cdb4720792,9/21/2019,663.44707
07cdb4720792,9/22/2019,666.2803102
07cdb4720792,9/23/2019,565.0562736
07cdb4720792,9/24/2019,547.1863911
07cdb4720792,9/25/2019,465.675951
07cdb4720792,9/26/2019,456.0980014
07cdb4720792,9/27/2019,629.493216
07cdb4720792,9/28/2019,482.910626
07cdb4720792,9/29/2019,416.2554843
07cdb4720792,9/30/2019,489.3378913
07cdb4720792,10/1/2019,871.7843048
07cdb4720792,10/2/2019,795.33535
07cdb4720792,10/3/2019,547.2449338
07cdb4720792,10/4/2019,538.8321132
07cdb4720792,10/5/2019,616.0539873
07cdb4720792,10/6/2019,568.247766
07cdb4720792,10/7/2019,625.8460104
07cdb4720792,10/8/2019,478.1132888
07cdb4720792,10/9/2019,448.2931126
07cdb4720792,10/10/2019,434.9360685
07cdb4720792,10/11/2019,603.0196024
07cdb4720792,10/12/2019,577.8730926
07cdb4720792,10/13/2019,589.2090918
07cdb4720792,10/14/2019,534.9952665
07cdb4720792,10/15/2019,591.8690598
07cdb4720792,10/16/2019,639.7709421
07cdb4720792,10/17/2019,580.9706187
07cdb4720792,10/18/2019,637.164438
07cdb4720792,10/19/2019,650.5112531
07cdb4720792,10/20/2019,583.4417364
07cdb4720792,10/21/2019,631.9256864
07cdb4720792,10/22/2019,429.0413183
07cdb4720792,10/23/2019,493.6321725
07cdb4720792,10/24/2019,619.6852001
07cdb4720792,10/25/2019,739.0743865
07cdb4720792,10/26/2019,830.8165732
07cdb4720792,10/27/2019,767.8786972
07cdb4720792,10/28/2019,653.024901
07cdb4720792,10/29/2019,413.4332736
07cdb4720792,10/30/2019,452.3591299
07cdb4720792,10/31/2019,454.0694928
07cdb4720792,11/1/2019,699.7863914
07cdb4720792,11/2/2019,690.5594263
07cdb4720792,11/3/2019,477.0325847
07cdb4720792,11/4/2019,465.5855082
07cdb4720792,11/5/2019,401.0942897
07cdb4720792,11/6/2019,504.2223496
07cdb4720792,11/7/2019,497.4926854
07cdb4720792,11/8/2019,613.7412719
07cdb4720792,11/9/2019,837.7935381
07cdb4720792,11/10/2019,535.992735
07cdb4720792,11/11/2019,549.5190769
07cdb4720792,11/12/2019,452.9375798
07cdb4720792,11/13/2019,562.2368728
07cdb4720792,11/14/2019,715.7683584
07cdb4720792,11/15/2019,1361.951202
07cdb4720792,11/16/2019,1008.765164
07cdb4720792,11/17/2019,798.6370625
07cdb4720792,11/18/2019,611.8920755
07cdb4720792,11/19/2019,564.4608022
07cdb4720792,11/20/2019,570.9842713
07cdb4720792,11/21/2019,562.0553585
07cdb4720792,11/22/2019,687.1590076
07cdb4720792,11/23/2019,593.7527882
07cdb4720792,11/24/2019,590.6148213
07cdb4720792,11/25/2019,523.7417756
07cdb4720792,11/26/2019,947.6494185
07cdb4720792,11/27/2019,1181.154719
07cdb4720792,11/28/2019,989.5837286
07cdb4720792,11/29/2019,1035.571147
07cdb4720792,11/30/2019,989.2178623
07cdb4720792,12/1/2019,1117.249236
07cdb4720792,12/2/2019,838.178994
07cdb4720792,12/3/2019,660.849478
07cdb4720792,12/4/2019,483.4055217
07cdb4720792,12/5/2019,488.4132696
07cdb4720792,12/6/2019,517.4339196
07cdb4720792,12/7/2019,545.3440999
07cdb4720792,12/8/2019,511.9142163
07cdb4720792,12/9/2019,485.7323776
07cdb4720792,12/10/2019,545.7050965
07cdb4720792,12/11/2019,758.8810515
07cdb4720792,12/12/2019,662.4370584
07cdb4720792,12/13/2019,611.7552669
07cdb4720792,12/14/2019,587.109769
07cdb4720792,12/15/2019,597.2133461
07cdb4720792,12/16/2019,639.4160881
07cdb4720792,12/17/2019,574.1850064
07cdb4720792,12/18/2019,556.6047357
07cdb4720792,12/19/2019,548.5247056
07cdb4720792,12/20/2019,759.5609371
07cdb4720792,12/21/2019,1065.531801
07cdb4720792,12/22/2019,1197.555748
07cdb4720792,12/23/2019,1030.419783
07cdb4720792,12/24/2019,1033.384678
07cdb4720792,12/25/2019,1384.284917
07cdb4720792,12/26/2019,1017.583881
07cdb4720792,12/27/2019,1051.223232
07cdb4720792,12/28/2019,905.7952308
07cdb4720792,12/29/2019,759.7171185
07cdb4720792,12/30/2019,708.8543687
07cdb4720792,12/31/2019,683.7916554
07cdb4720792,1/1/2020,975.1514996
07cdb4720792,1/2/2020,730.9584064
07cdb4720792,1/3/2020,823.4004398
07cdb4720792,1/4/2020,740.5978508
07cdb4720792,1/5/2020,725.4662988
07cdb4720792,1/6/2020,607.1199545
07cdb4720792,1/7/2020,556.7157217
07cdb4720792,1/8/2020,700.5289498
07cdb4720792,1/9/2020,626.0153504
07cdb4720792,1/10/2020,742.5160243
07cdb4720792,1/11/2020,811.9299874
07cdb4720792,1/12/2020,799.9584889
07cdb4720792,1/13/2020,586.0113479
07cdb4720792,1/14/2020,470.357343
07cdb4720792,1/15/2020,394.7538533
07cdb4720792,1/16/2020,619.2744254
07cdb4720792,1/17/2020,688.666605
07cdb4720792,1/18/2020,717.5998836
07cdb4720792,1/19/2020,602.8187217
07cdb4720792,1/20/2020,571.0528558
07cdb4720792,1/21/2020,1033.824253
07cdb4720792,1/22/2020,838.2592407
07cdb4720792,1/23/2020,976.1701451
07cdb4720792,1/24/2020,1079.267524
07cdb4720792,1/25/2020,1038.366227
07cdb4720792,1/26/2020,962.3051541
07cdb4720792,1/27/2020,623.726798
07cdb4720792,1/28/2020,518.7493901
07cdb4720792,1/29/2020,462.6748994
07cdb4720792,1/30/2020,507.0287095
07cdb4720792,1/31/2020,621.8332283
07cdb4720792,2/1/2020,1028.769906
07cdb4720792,2/2/2020,747.3985549
07cdb4720792,2/3/2020,680.2582951
07cdb4720792,2/4/2020,1080.726232
07cdb4720792,2/5/2020,847.7870161
07cdb4720792,2/6/2020,748.4865662
07cdb4720792,2/7/2020,670.3240928
07cdb4720792,2/8/2020,689.111026
07cdb4720792,2/9/2020,662.650136
