,trans_date,data
cf1f2a3136a8,8/17/2020,189.5665092
cf1f2a3136a8,8/18/2020,241.4713882
cf1f2a3136a8,8/19/2020,107.6779089
cf1f2a3136a8,8/20/2020,227.2538006
cf1f2a3136a8,8/21/2020,230.8667115
cf1f2a3136a8,8/22/2020,311.9726223
cf1f2a3136a8,8/23/2020,328.9102103
cf1f2a3136a8,8/24/2020,222.5100728
cf1f2a3136a8,8/25/2020,193.1380039
cf1f2a3136a8,8/26/2020,182.2915452
cf1f2a3136a8,8/27/2020,207.1132628
cf1f2a3136a8,8/28/2020,241.2163582
cf1f2a3136a8,8/29/2020,406.431126
cf1f2a3136a8,8/30/2020,279.1598042
cf1f2a3136a8,8/31/2020,168.3237417
cf1f2a3136a8,9/1/2020,79.69488655
cf1f2a3136a8,9/2/2020,198.4062687
cf1f2a3136a8,9/3/2020,161.7650547
cf1f2a3136a8,9/4/2020,273.2915344
cf1f2a3136a8,9/5/2020,395.670273
cf1f2a3136a8,9/6/2020,272.0254905
cf1f2a3136a8,9/7/2020,220.8371686
cf1f2a3136a8,9/8/2020,224.8092748
cf1f2a3136a8,9/9/2020,168.434195
cf1f2a3136a8,9/10/2020,233.5743494
cf1f2a3136a8,9/11/2020,256.1720422
cf1f2a3136a8,9/12/2020,261.3682175
cf1f2a3136a8,9/13/2020,307.272416
cf1f2a3136a8,9/14/2020,114.3319736
cf1f2a3136a8,9/15/2020,59.74022631
cf1f2a3136a8,9/16/2020,135.0855647
cf1f2a3136a8,9/17/2020,138.0897174
cf1f2a3136a8,9/18/2020,283.9461924
cf1f2a3136a8,9/19/2020,332.43777
cf1f2a3136a8,9/20/2020,229.056164
cf1f2a3136a8,9/21/2020,154.2991625
cf1f2a3136a8,9/22/2020,237.7607867
cf1f2a3136a8,9/23/2020,178.5672572
cf1f2a3136a8,9/24/2020,175.535029
cf1f2a3136a8,9/25/2020,290.3459862
cf1f2a3136a8,9/26/2020,458.3747249
cf1f2a3136a8,9/27/2020,228.0945951
cf1f2a3136a8,9/28/2020,239.3774187
cf1f2a3136a8,9/29/2020,179.8648605
cf1f2a3136a8,9/30/2020,190.6633182
cf1f2a3136a8,10/1/2020,215.5771146
cf1f2a3136a8,10/2/2020,349.4082752
cf1f2a3136a8,10/3/2020,361.7776157
cf1f2a3136a8,10/4/2020,313.9812763
cf1f2a3136a8,10/5/2020,301.4699372
cf1f2a3136a8,10/6/2020,111.4564597
cf1f2a3136a8,10/7/2020,217.1372887
cf1f2a3136a8,10/8/2020,294.6000003
cf1f2a3136a8,10/9/2020,256.9722507
cf1f2a3136a8,10/10/2020,476.0450582
cf1f2a3136a8,10/11/2020,381.0295913
cf1f2a3136a8,10/12/2020,235.2526783
cf1f2a3136a8,10/13/2020,219.2237751
cf1f2a3136a8,10/14/2020,205.3434883
cf1f2a3136a8,10/15/2020,282.085771
cf1f2a3136a8,10/16/2020,359.722614
cf1f2a3136a8,10/17/2020,382.5692051
cf1f2a3136a8,10/18/2020,352.7004611
cf1f2a3136a8,10/19/2020,273.4264745
cf1f2a3136a8,10/20/2020,149.9736475
cf1f2a3136a8,10/21/2020,182.2377623
cf1f2a3136a8,10/22/2020,270.6836176
cf1f2a3136a8,10/23/2020,244.6304649
cf1f2a3136a8,10/24/2020,306.602509
cf1f2a3136a8,10/25/2020,225.3780514
cf1f2a3136a8,10/26/2020,190.3338445
cf1f2a3136a8,10/27/2020,202.2674158
cf1f2a3136a8,10/28/2020,166.812624
cf1f2a3136a8,10/29/2020,125.1063829
cf1f2a3136a8,10/30/2020,279.0787023
cf1f2a3136a8,10/31/2020,235.6015983
cf1f2a3136a8,11/1/2020,327.5054585
cf1f2a3136a8,11/2/2020,201.2529165
cf1f2a3136a8,11/3/2020,128.968704
cf1f2a3136a8,11/4/2020,208.660213
cf1f2a3136a8,11/5/2020,187.234045
cf1f2a3136a8,11/6/2020,390.1860215
cf1f2a3136a8,11/7/2020,369.195943
cf1f2a3136a8,11/8/2020,301.7755022
cf1f2a3136a8,11/9/2020,197.3119878
cf1f2a3136a8,11/10/2020,168.6950594
cf1f2a3136a8,11/11/2020,207.0297081
cf1f2a3136a8,11/12/2020,173.3101543
cf1f2a3136a8,11/13/2020,284.0665302
cf1f2a3136a8,11/14/2020,364.3857276
cf1f2a3136a8,11/15/2020,238.4558777
cf1f2a3136a8,11/16/2020,144.687279
cf1f2a3136a8,11/17/2020,177.6933958
cf1f2a3136a8,11/18/2020,160.4529255
cf1f2a3136a8,11/19/2020,210.9528821
cf1f2a3136a8,11/20/2020,338.3806104
cf1f2a3136a8,11/21/2020,317.5321904
cf1f2a3136a8,11/22/2020,356.3923389
cf1f2a3136a8,11/23/2020,153.3709141
cf1f2a3136a8,11/24/2020,270.0010487
cf1f2a3136a8,11/25/2020,342.5836961
cf1f2a3136a8,11/26/2020,118.7006064
cf1f2a3136a8,11/27/2020,250.0979325
cf1f2a3136a8,11/28/2020,222.5672343
cf1f2a3136a8,11/29/2020,319.0265524
cf1f2a3136a8,11/30/2020,191.8450253
cf1f2a3136a8,12/1/2020,139.612713
cf1f2a3136a8,12/2/2020,119.5379378
cf1f2a3136a8,12/3/2020,148.9521254
cf1f2a3136a8,12/4/2020,322.1259686
cf1f2a3136a8,12/5/2020,273.9587785
cf1f2a3136a8,12/6/2020,223.5329998
cf1f2a3136a8,12/7/2020,116.0786973
cf1f2a3136a8,12/8/2020,165.2358565
cf1f2a3136a8,12/9/2020,227.2195338
cf1f2a3136a8,12/10/2020,215.6579743
cf1f2a3136a8,12/11/2020,313.8979346
cf1f2a3136a8,12/12/2020,296.6662845
cf1f2a3136a8,12/13/2020,269.6106329
cf1f2a3136a8,12/14/2020,79.23576014
cf1f2a3136a8,12/15/2020,263.6218578
cf1f2a3136a8,12/16/2020,275.2421166
cf1f2a3136a8,12/17/2020,239.3993367
cf1f2a3136a8,12/18/2020,245.0523979
cf1f2a3136a8,12/19/2020,488.3382379
cf1f2a3136a8,12/20/2020,396.4306776
cf1f2a3136a8,12/21/2020,174.8443626
cf1f2a3136a8,12/22/2020,266.2632354
cf1f2a3136a8,12/23/2020,349.9937272
cf1f2a3136a8,12/24/2020,186.0597406
cf1f2a3136a8,12/25/2020,126.3216708
cf1f2a3136a8,12/26/2020,270.2687674
cf1f2a3136a8,12/27/2020,194.8820967
cf1f2a3136a8,12/28/2020,179.7997235
cf1f2a3136a8,12/29/2020,205.7359982
cf1f2a3136a8,12/30/2020,221.2676184
cf1f2a3136a8,12/31/2020,246.3403711
cf1f2a3136a8,1/1/2021,115.3942177
cf1f2a3136a8,1/2/2021,354.9771922
cf1f2a3136a8,1/3/2021,353.4528412
cf1f2a3136a8,1/4/2021,132.9985669
cf1f2a3136a8,1/5/2021,199.5479426
cf1f2a3136a8,1/6/2021,163.0891294
cf1f2a3136a8,1/7/2021,204.7201321
cf1f2a3136a8,1/8/2021,341.9478478
cf1f2a3136a8,1/9/2021,383.3891722
cf1f2a3136a8,1/10/2021,186.5024972
cf1f2a3136a8,1/11/2021,173.110064
cf1f2a3136a8,1/12/2021,215.6018186
cf1f2a3136a8,1/13/2021,225.3389645
cf1f2a3136a8,1/14/2021,258.2174302
cf1f2a3136a8,1/15/2021,289.3383266
cf1f2a3136a8,1/16/2021,316.5812915
cf1f2a3136a8,1/17/2021,388.0219158
cf1f2a3136a8,1/18/2021,230.9199692
cf1f2a3136a8,1/19/2021,194.9281447
cf1f2a3136a8,1/20/2021,191.7595978
cf1f2a3136a8,1/21/2021,224.3891459
cf1f2a3136a8,1/22/2021,196.7803203
cf1f2a3136a8,1/23/2021,297.3956215
cf1f2a3136a8,1/24/2021,285.8467971
cf1f2a3136a8,1/25/2021,228.7051816
cf1f2a3136a8,1/26/2021,265.7887624
cf1f2a3136a8,1/27/2021,221.2814568
cf1f2a3136a8,1/28/2021,184.4642853
cf1f2a3136a8,1/29/2021,276.9581516
cf1f2a3136a8,1/30/2021,410.1728594
cf1f2a3136a8,1/31/2021,302.309294
cf1f2a3136a8,2/1/2021,137.7636089
cf1f2a3136a8,2/2/2021,120.6284819
cf1f2a3136a8,2/3/2021,243.7754289
cf1f2a3136a8,2/4/2021,265.7030845
cf1f2a3136a8,2/5/2021,348.8387318
cf1f2a3136a8,2/6/2021,304.3510293
cf1f2a3136a8,2/7/2021,260.8603182
cf1f2a3136a8,2/8/2021,200.4813742
cf1f2a3136a8,2/9/2021,242.9602379
cf1f2a3136a8,2/10/2021,206.086554
cf1f2a3136a8,2/11/2021,261.1761382
cf1f2a3136a8,2/12/2021,265.7415437
cf1f2a3136a8,2/13/2021,314.0897294
cf1f2a3136a8,2/14/2021,318.4456322
cf1f2a3136a8,2/15/2021,307.8249765
cf1f2a3136a8,2/16/2021,191.2273311
cf1f2a3136a8,2/17/2021,203.4811196
cf1f2a3136a8,2/18/2021,259.2093169
cf1f2a3136a8,2/19/2021,314.0669216
cf1f2a3136a8,2/20/2021,377.7442572
cf1f2a3136a8,2/21/2021,320.5957272
cf1f2a3136a8,2/22/2021,211.0403675
cf1f2a3136a8,2/23/2021,212.7311466
cf1f2a3136a8,2/24/2021,181.2594306
cf1f2a3136a8,2/25/2021,309.2292426
cf1f2a3136a8,2/26/2021,254.3097881
cf1f2a3136a8,2/27/2021,457.9025876
cf1f2a3136a8,2/28/2021,442.699433
cf1f2a3136a8,3/1/2021,273.2974577
cf1f2a3136a8,3/2/2021,153.9254664
cf1f2a3136a8,3/3/2021,265.6402622
cf1f2a3136a8,3/4/2021,280.6268024
cf1f2a3136a8,3/5/2021,340.4462265
cf1f2a3136a8,3/6/2021,393.9725511
cf1f2a3136a8,3/7/2021,350.6317284
cf1f2a3136a8,3/8/2021,182.9773349
cf1f2a3136a8,3/9/2021,207.342717
cf1f2a3136a8,3/10/2021,360.2234363
cf1f2a3136a8,3/11/2021,317.5019242
cf1f2a3136a8,3/12/2021,313.0415158
cf1f2a3136a8,3/13/2021,457.8362773
cf1f2a3136a8,3/14/2021,368.6350248
cf1f2a3136a8,3/15/2021,162.0109217
cf1f2a3136a8,3/16/2021,276.5823302
cf1f2a3136a8,3/17/2021,443.0012043
cf1f2a3136a8,3/18/2021,371.6014011
cf1f2a3136a8,3/19/2021,440.7118965
cf1f2a3136a8,3/20/2021,472.8483213
cf1f2a3136a8,3/21/2021,366.7410753
cf1f2a3136a8,3/22/2021,143.0471965
cf1f2a3136a8,3/23/2021,306.7036747
cf1f2a3136a8,3/24/2021,290.8142312
cf1f2a3136a8,3/25/2021,399.6608704
cf1f2a3136a8,3/26/2021,410.474292
cf1f2a3136a8,3/27/2021,437.5968816
cf1f2a3136a8,3/28/2021,385.0459123
cf1f2a3136a8,3/29/2021,211.9177396
cf1f2a3136a8,3/30/2021,392.165091
cf1f2a3136a8,3/31/2021,305.2023598
cf1f2a3136a8,4/1/2021,256.4717827
cf1f2a3136a8,4/2/2021,357.9575219
cf1f2a3136a8,4/3/2021,522.7198084
cf1f2a3136a8,4/4/2021,203.9753971
cf1f2a3136a8,4/5/2021,256.8493483
cf1f2a3136a8,4/6/2021,372.4654926
cf1f2a3136a8,4/7/2021,244.3252677
cf1f2a3136a8,4/8/2021,319.565856
cf1f2a3136a8,4/9/2021,416.014668
cf1f2a3136a8,4/10/2021,383.7312615
cf1f2a3136a8,4/11/2021,337.3005609
cf1f2a3136a8,4/12/2021,220.4847721
cf1f2a3136a8,4/13/2021,231.5764462
cf1f2a3136a8,4/14/2021,300.4087008
cf1f2a3136a8,4/15/2021,246.6584262
cf1f2a3136a8,4/16/2021,346.4582062
cf1f2a3136a8,4/17/2021,437.0238076
cf1f2a3136a8,4/18/2021,349.4112649
cf1f2a3136a8,4/19/2021,248.4078235
cf1f2a3136a8,4/20/2021,270.8337563
cf1f2a3136a8,4/21/2021,184.226441
cf1f2a3136a8,4/22/2021,293.2246271
cf1f2a3136a8,4/23/2021,361.6847384
cf1f2a3136a8,4/24/2021,487.0790189
cf1f2a3136a8,4/25/2021,298.9653169
cf1f2a3136a8,4/26/2021,225.9882933
cf1f2a3136a8,4/27/2021,310.0682396
cf1f2a3136a8,4/28/2021,288.4336693
cf1f2a3136a8,4/29/2021,174.6101107
cf1f2a3136a8,4/30/2021,341.4646488
cf1f2a3136a8,5/1/2021,340.6263224
cf1f2a3136a8,5/2/2021,419.9372702
cf1f2a3136a8,5/3/2021,233.7397342
cf1f2a3136a8,5/4/2021,262.3494859
cf1f2a3136a8,5/5/2021,230.7928009
cf1f2a3136a8,5/6/2021,254.2697405
cf1f2a3136a8,5/7/2021,420.2010885
cf1f2a3136a8,5/8/2021,500.6471131
cf1f2a3136a8,5/9/2021,300.042689
cf1f2a3136a8,5/10/2021,251.1949162
cf1f2a3136a8,5/11/2021,363.7033693
cf1f2a3136a8,5/12/2021,307.8955832
cf1f2a3136a8,5/13/2021,353.4226831
cf1f2a3136a8,5/14/2021,413.639656
cf1f2a3136a8,5/15/2021,408.1002956
cf1f2a3136a8,5/16/2021,499.9826378
cf1f2a3136a8,5/17/2021,289.0916543
cf1f2a3136a8,5/18/2021,259.0320336
cf1f2a3136a8,5/19/2021,201.9222558
cf1f2a3136a8,5/20/2021,268.383689
cf1f2a3136a8,5/21/2021,388.184949
cf1f2a3136a8,5/22/2021,408.8782779
cf1f2a3136a8,5/23/2021,424.088305
cf1f2a3136a8,5/24/2021,381.9333863
cf1f2a3136a8,5/25/2021,214.0248322
cf1f2a3136a8,5/26/2021,283.6931473
cf1f2a3136a8,5/27/2021,319.2552339
cf1f2a3136a8,5/28/2021,351.8861655
cf1f2a3136a8,5/29/2021,432.2190949
cf1f2a3136a8,5/30/2021,364.5377204
cf1f2a3136a8,5/31/2021,430.07868
cf1f2a3136a8,6/1/2021,248.9881136
cf1f2a3136a8,6/2/2021,249.7414616
cf1f2a3136a8,6/3/2021,224.3715384
cf1f2a3136a8,6/4/2021,326.3169652
cf1f2a3136a8,6/5/2021,390.2869115
cf1f2a3136a8,6/6/2021,453.0369999
cf1f2a3136a8,6/7/2021,286.6470128
cf1f2a3136a8,6/8/2021,300.3354147
cf1f2a3136a8,6/9/2021,306.3126633
cf1f2a3136a8,6/10/2021,356.3962709
cf1f2a3136a8,6/11/2021,373.5974242
cf1f2a3136a8,6/12/2021,483.6971488
cf1f2a3136a8,6/13/2021,410.7235573
cf1f2a3136a8,6/14/2021,304.6204174
cf1f2a3136a8,6/15/2021,383.9109745
cf1f2a3136a8,6/16/2021,352.7912542
cf1f2a3136a8,6/17/2021,312.9797387
cf1f2a3136a8,6/18/2021,349.1607565
cf1f2a3136a8,6/19/2021,468.9093877
cf1f2a3136a8,6/20/2021,329.5056715
cf1f2a3136a8,6/21/2021,355.9792393
cf1f2a3136a8,6/22/2021,290.9462933
cf1f2a3136a8,6/23/2021,382.664241
cf1f2a3136a8,6/24/2021,368.7617761
cf1f2a3136a8,6/25/2021,457.330382
cf1f2a3136a8,6/26/2021,533.0098046
cf1f2a3136a8,6/27/2021,440.5405756
cf1f2a3136a8,6/28/2021,317.9556191
cf1f2a3136a8,6/29/2021,291.6081085
cf1f2a3136a8,6/30/2021,256.8528835
cf1f2a3136a8,7/1/2021,361.1109691
cf1f2a3136a8,7/2/2021,429.5092877
cf1f2a3136a8,7/3/2021,400.9410878
cf1f2a3136a8,7/4/2021,367.0222919
cf1f2a3136a8,7/5/2021,451.0877783
cf1f2a3136a8,7/6/2021,247.7224604
cf1f2a3136a8,7/7/2021,310.3425281
cf1f2a3136a8,7/8/2021,423.7509395
cf1f2a3136a8,7/9/2021,374.6051214
cf1f2a3136a8,7/10/2021,452.8850879
cf1f2a3136a8,7/11/2021,279.3381028
cf1f2a3136a8,7/12/2021,332.9849986
cf1f2a3136a8,7/13/2021,268.1605661
cf1f2a3136a8,7/14/2021,363.1885069
cf1f2a3136a8,7/15/2021,346.3542522
cf1f2a3136a8,7/16/2021,434.2028322
cf1f2a3136a8,7/17/2021,486.152565
cf1f2a3136a8,7/18/2021,354.8659158
cf1f2a3136a8,7/19/2021,319.9741526
cf1f2a3136a8,7/20/2021,300.6632394
cf1f2a3136a8,7/21/2021,322.1159858
cf1f2a3136a8,7/22/2021,1101.766247
cf1f2a3136a8,7/23/2021,1440.257597
cf1f2a3136a8,7/24/2021,1596.8247
cf1f2a3136a8,7/25/2021,1456.656341
cf1f2a3136a8,7/26/2021,970.7024124
cf1f2a3136a8,7/27/2021,1006.99226
cf1f2a3136a8,7/28/2021,1048.31968
cf1f2a3136a8,7/29/2021,1155.754802
cf1f2a3136a8,7/30/2021,1344.212878
cf1f2a3136a8,7/31/2021,1755.96975
cf1f2a3136a8,8/1/2021,1220.962399
cf1f2a3136a8,8/2/2021,784.6308795
cf1f2a3136a8,8/3/2021,959.5169155
cf1f2a3136a8,8/4/2021,1076.826689
cf1f2a3136a8,8/5/2021,976.9471439
cf1f2a3136a8,8/6/2021,1420.220511
cf1f2a3136a8,8/7/2021,1596.387065
cf1f2a3136a8,8/8/2021,1341.5755
cf1f2a3136a8,8/9/2021,942.5353518
cf1f2a3136a8,8/10/2021,884.7247511
cf1f2a3136a8,8/11/2021,923.1083969
cf1f2a3136a8,8/12/2021,1129.66107
cf1f2a3136a8,8/13/2021,1380.076501
cf1f2a3136a8,8/14/2021,1803.846395
cf1f2a3136a8,8/15/2021,1446.014418
cf1f2a3136a8,8/16/2021,872.0313907
cf1f2a3136a8,8/17/2021,869.2094317
cf1f2a3136a8,8/18/2021,820.7687991
cf1f2a3136a8,8/19/2021,981.3713264
cf1f2a3136a8,8/20/2021,1337.824384
cf1f2a3136a8,8/21/2021,1656.029725
cf1f2a3136a8,8/22/2021,1169.130629
cf1f2a3136a8,8/23/2021,865.6090927
cf1f2a3136a8,8/24/2021,798.7078776
cf1f2a3136a8,8/25/2021,892.6717074
cf1f2a3136a8,8/26/2021,935.4151364
cf1f2a3136a8,8/27/2021,1311.02659
cf1f2a3136a8,8/28/2021,1543.804914
cf1f2a3136a8,8/29/2021,1263.004958
cf1f2a3136a8,8/30/2021,765.4758337
cf1f2a3136a8,8/31/2021,731.5799974
cf1f2a3136a8,9/1/2021,841.2377376
cf1f2a3136a8,9/2/2021,855.3088492
cf1f2a3136a8,9/3/2021,1285.528444
cf1f2a3136a8,9/4/2021,1529.514139
cf1f2a3136a8,9/5/2021,1341.2477
cf1f2a3136a8,9/6/2021,1329.704252
cf1f2a3136a8,9/7/2021,795.0331807
cf1f2a3136a8,9/8/2021,765.5572503
cf1f2a3136a8,9/9/2021,874.3023601
cf1f2a3136a8,9/10/2021,1251.961329
cf1f2a3136a8,9/11/2021,1504.653695
cf1f2a3136a8,9/12/2021,1329.436256
cf1f2a3136a8,9/13/2021,782.088197
cf1f2a3136a8,9/14/2021,761.4648574
cf1f2a3136a8,9/15/2021,811.6288175
cf1f2a3136a8,9/16/2021,868.9554182
cf1f2a3136a8,9/17/2021,1238.254215
cf1f2a3136a8,9/18/2021,1677.87972
cf1f2a3136a8,9/19/2021,1302.023161
cf1f2a3136a8,9/20/2021,931.0930139
cf1f2a3136a8,9/21/2021,589.450883
cf1f2a3136a8,9/22/2021,713.2551985
cf1f2a3136a8,9/23/2021,984.1384848
cf1f2a3136a8,9/24/2021,1182.374981
cf1f2a3136a8,9/25/2021,1526.804845
cf1f2a3136a8,9/26/2021,1455.62792
cf1f2a3136a8,9/27/2021,755.8659523
cf1f2a3136a8,9/28/2021,753.5610911
cf1f2a3136a8,9/29/2021,961.1357933
cf1f2a3136a8,9/30/2021,939.3156329
cf1f2a3136a8,10/1/2021,1623.119731
cf1f2a3136a8,10/2/2021,1912.007841
cf1f2a3136a8,10/3/2021,1615.717707
cf1f2a3136a8,10/4/2021,1062.999616
cf1f2a3136a8,10/5/2021,991.4194272
cf1f2a3136a8,10/6/2021,1060.224346
cf1f2a3136a8,10/7/2021,1131.908434
cf1f2a3136a8,10/8/2021,1633.717135
cf1f2a3136a8,10/9/2021,1919.008192
cf1f2a3136a8,10/10/2021,1631.009027
cf1f2a3136a8,10/11/2021,1162.204715
cf1f2a3136a8,10/12/2021,938.3876217
cf1f2a3136a8,10/13/2021,1032.651814
cf1f2a3136a8,10/14/2021,1107.799481
cf1f2a3136a8,10/15/2021,1657.883479
cf1f2a3136a8,10/16/2021,2059.206438
cf1f2a3136a8,10/17/2021,1728.921783
cf1f2a3136a8,10/18/2021,892.5960481
cf1f2a3136a8,10/19/2021,878.3969154
cf1f2a3136a8,10/20/2021,1117.323766
cf1f2a3136a8,10/21/2021,1191.516669
cf1f2a3136a8,10/22/2021,1633.553309
cf1f2a3136a8,10/23/2021,1972.468299
cf1f2a3136a8,10/24/2021,1711.324038
cf1f2a3136a8,10/25/2021,995.6756739
cf1f2a3136a8,10/26/2021,886.6430913
cf1f2a3136a8,10/27/2021,1135.896795
cf1f2a3136a8,10/28/2021,1176.294917
cf1f2a3136a8,10/29/2021,1618.741264
cf1f2a3136a8,10/30/2021,1742.642348
cf1f2a3136a8,10/31/2021,1629.23595
cf1f2a3136a8,11/1/2021,923.0441913
cf1f2a3136a8,11/2/2021,883.8634237
cf1f2a3136a8,11/3/2021,1039.075909
cf1f2a3136a8,11/4/2021,1147.766384
cf1f2a3136a8,11/5/2021,1648.93326
cf1f2a3136a8,11/6/2021,1926.806062
cf1f2a3136a8,11/7/2021,1813.524698
cf1f2a3136a8,11/8/2021,789.2909606
cf1f2a3136a8,11/9/2021,941.2415572
cf1f2a3136a8,11/10/2021,1172.622018
cf1f2a3136a8,11/11/2021,1526.147877
cf1f2a3136a8,11/12/2021,1645.096837
cf1f2a3136a8,11/13/2021,1835.495079
cf1f2a3136a8,11/14/2021,1658.612552
cf1f2a3136a8,11/15/2021,968.7467144
cf1f2a3136a8,11/16/2021,918.7680024
cf1f2a3136a8,11/17/2021,1000.087526
cf1f2a3136a8,11/18/2021,1105.202309
cf1f2a3136a8,11/19/2021,1422.367414
cf1f2a3136a8,11/20/2021,1935.51106
cf1f2a3136a8,11/21/2021,1667.773937
cf1f2a3136a8,11/22/2021,1157.600506
cf1f2a3136a8,11/23/2021,1300.447347
cf1f2a3136a8,11/24/2021,1585.205642
cf1f2a3136a8,11/25/2021,405.4254205
cf1f2a3136a8,11/26/2021,1899.200434
cf1f2a3136a8,11/27/2021,1769.795645
cf1f2a3136a8,11/28/2021,1478.492485
cf1f2a3136a8,11/29/2021,907.6589858
cf1f2a3136a8,11/30/2021,963.6395758
cf1f2a3136a8,12/1/2021,1065.760107
cf1f2a3136a8,12/2/2021,1145.691866
cf1f2a3136a8,12/3/2021,1491.29211
cf1f2a3136a8,12/4/2021,2125.077299
cf1f2a3136a8,12/5/2021,1723.114412
cf1f2a3136a8,12/6/2021,995.1091884
cf1f2a3136a8,12/7/2021,918.8047949
cf1f2a3136a8,12/8/2021,1137.85186
cf1f2a3136a8,12/9/2021,1193.28356
cf1f2a3136a8,12/10/2021,1721.778008
cf1f2a3136a8,12/11/2021,2151.764842
cf1f2a3136a8,12/12/2021,1834.568632
cf1f2a3136a8,12/13/2021,1168.325837
cf1f2a3136a8,12/14/2021,1206.408685
cf1f2a3136a8,12/15/2021,1308.760748
cf1f2a3136a8,12/16/2021,1618.107934
cf1f2a3136a8,12/17/2021,2127.116483
cf1f2a3136a8,12/18/2021,2291.959309
cf1f2a3136a8,12/19/2021,1907.866076
cf1f2a3136a8,12/20/2021,1849.351815
cf1f2a3136a8,12/21/2021,1753.362332
cf1f2a3136a8,12/22/2021,1923.009748
cf1f2a3136a8,12/23/2021,2187.995747
cf1f2a3136a8,12/24/2021,1336.997052
cf1f2a3136a8,12/25/2021,214.1507057
cf1f2a3136a8,12/26/2021,1516.460893
cf1f2a3136a8,12/27/2021,1541.008637
cf1f2a3136a8,12/28/2021,1500.52197
cf1f2a3136a8,12/29/2021,1614.56838
cf1f2a3136a8,12/30/2021,1890.327826
cf1f2a3136a8,12/31/2021,1729.901618
cf1f2a3136a8,1/1/2022,1449.951577
cf1f2a3136a8,1/2/2022,1567.91748
cf1f2a3136a8,1/3/2022,1070.892148
cf1f2a3136a8,1/4/2022,1055.357919
cf1f2a3136a8,1/5/2022,1130.409272
cf1f2a3136a8,1/6/2022,1218.052337
cf1f2a3136a8,1/7/2022,1512.42423
cf1f2a3136a8,1/8/2022,1904.326716
cf1f2a3136a8,1/9/2022,1764.116667
cf1f2a3136a8,1/10/2022,1092.211249
cf1f2a3136a8,1/11/2022,1069.256986
cf1f2a3136a8,1/12/2022,1129.20819
cf1f2a3136a8,1/13/2022,1271.713277
cf1f2a3136a8,1/14/2022,1808.190424
cf1f2a3136a8,1/15/2022,2083.48003
cf1f2a3136a8,1/16/2022,1761.491685
cf1f2a3136a8,1/17/2022,1299.380015
cf1f2a3136a8,1/18/2022,1069.440778
cf1f2a3136a8,1/19/2022,1162.244481
cf1f2a3136a8,1/20/2022,1195.696793
cf1f2a3136a8,1/21/2022,1654.710277
cf1f2a3136a8,1/22/2022,2167.651175
cf1f2a3136a8,1/23/2022,1869.035833
cf1f2a3136a8,1/24/2022,1041.466001
cf1f2a3136a8,1/25/2022,950.45535
cf1f2a3136a8,1/26/2022,1191.851142
cf1f2a3136a8,1/27/2022,1234.355171
cf1f2a3136a8,1/28/2022,1747.24035
cf1f2a3136a8,1/29/2022,2054.201043
cf1f2a3136a8,1/30/2022,1851.756586
cf1f2a3136a8,1/31/2022,1123.209289
cf1f2a3136a8,2/1/2022,1104.646975
cf1f2a3136a8,2/2/2022,1079.170037
cf1f2a3136a8,2/3/2022,1080.853782
cf1f2a3136a8,2/4/2022,1441.263617
cf1f2a3136a8,2/5/2022,2144.5418
cf1f2a3136a8,2/6/2022,1788.483431
cf1f2a3136a8,2/7/2022,1098.346578
cf1f2a3136a8,2/8/2022,1206.970487
cf1f2a3136a8,2/9/2022,1309.173356
cf1f2a3136a8,2/10/2022,1461.741114
cf1f2a3136a8,2/11/2022,1862.770861
cf1f2a3136a8,2/12/2022,2235.856997
cf1f2a3136a8,2/13/2022,2000.914544
cf1f2a3136a8,2/14/2022,1568.401791
cf1f2a3136a8,2/15/2022,1084.906168
cf1f2a3136a8,2/16/2022,1259.39467
cf1f2a3136a8,2/17/2022,1300.413571
cf1f2a3136a8,2/18/2022,1868.998213
cf1f2a3136a8,2/19/2022,2130.487241
cf1f2a3136a8,2/20/2022,1867.677161
cf1f2a3136a8,2/21/2022,1565.637421
cf1f2a3136a8,2/22/2022,1172.697856
cf1f2a3136a8,2/23/2022,1311.752024
cf1f2a3136a8,2/24/2022,1371.985428
cf1f2a3136a8,2/25/2022,1833.25773
cf1f2a3136a8,2/26/2022,2277.415274
cf1f2a3136a8,2/27/2022,1955.740761
cf1f2a3136a8,2/28/2022,1086.584709
cf1f2a3136a8,3/1/2022,1222.301155
cf1f2a3136a8,3/2/2022,1276.43943
cf1f2a3136a8,3/3/2022,1420.406178
cf1f2a3136a8,3/4/2022,1795.005526
cf1f2a3136a8,3/5/2022,2285.416804
cf1f2a3136a8,3/6/2022,1948.768428
cf1f2a3136a8,3/7/2022,1190.27008
cf1f2a3136a8,3/8/2022,1318.361833
cf1f2a3136a8,3/9/2022,1241.240096
cf1f2a3136a8,3/10/2022,1491.874297
cf1f2a3136a8,3/11/2022,2017.175743
cf1f2a3136a8,3/12/2022,2293.619529
cf1f2a3136a8,3/13/2022,1885.108882
cf1f2a3136a8,3/14/2022,1455.097662
cf1f2a3136a8,3/15/2022,1405.014047
cf1f2a3136a8,3/16/2022,1484.906716
cf1f2a3136a8,3/17/2022,1777.13613
cf1f2a3136a8,3/18/2022,1992.983436
cf1f2a3136a8,3/19/2022,2303.837166
cf1f2a3136a8,3/20/2022,2042.18749
cf1f2a3136a8,3/21/2022,1321.299867
cf1f2a3136a8,3/22/2022,1270.422363
cf1f2a3136a8,3/23/2022,1393.853027
